.22E
1816-10-01,24.618000000000002,5.9479999999999995,Habra,India,23.31N,88.25E
1816-11-01,21.154,7.268,Habra,India,23.31N,88.25E
1816-12-01,17.706000000000003,1.3130000000000002,Habra,India,23.31N,88.25E
1817-01-01,17.814,4.599,Habra,India,23.31N,88.25E
1817-02-01,20.329,3.1289999999999996,Habra,India,23.31N,88.25E
1817-03-01,24.737,2.112,Habra,India,23.31N,88.25E
1817-04-01,29.717,2.026,Habra,India,23.31N,88.25E
1817-05-01,28.921,1.665,Habra,India,23.31N,88.25E
1817-06-01,28.001,1.476,Habra,India,23.31N,88.25E
1817-07-01,27.752,1.695,Habra,India,23.31N,88.25E
1817-08-01,28.07,1.46,Habra,India,23.31N,88.25E
1817-09-01,26.46,3.138,Habra,India,23.31N,88.25E
1817-10-01,25.295,2.7969999999999997,Habra,India,23.31N,88.25E
1817-11-01,22.208000000000002,2.412,Habra,India,23.31N,88.25E
1817-12-01,17.961000000000006,3.033,Habra,India,23.31N,88.25E
1818-01-01,17.578000000000007,3.4760000000000004,Habra,India,23.31N,88.25E
1818-02-01,20.446,1.3459999999999999,Habra,India,23.31N,88.25E
1818-03-01,25.233,2.6430000000000002,Habra,India,23.31N,88.25E
1818-04-01,29.136999999999997,6.31,Habra,India,23.31N,88.25E
1818-05-01,30.245,3.7760000000000002,Habra,India,23.31N,88.25E
1818-06-01,28.961,4.806,Habra,India,23.31N,88.25E
1818-07-01,27.267,3.082,Habra,India,23.31N,88.25E
1818-08-01,27.706,0.887,Habra,India,23.31N,88.25E
1818-09-01,26.009,1.464,Habra,India,23.31N,88.25E
1818-10-01,25.104,2.21,Habra,India,23.31N,88.25E
1818-11-01,21.385,4.928,Habra,India,23.31N,88.25E
1818-12-01,17.795,1.4280000000000002,Habra,India,23.31N,88.25E
1819-01-01,15.253000000000002,2.77,Habra,India,23.31N,88.25E
1819-02-01,19.524,3.128,Habra,India,23.31N,88.25E
1819-03-01,25.925,7.781000000000001,Habra,India,23.31N,88.25E
1819-04-01,27.865,1.604,Habra,India,23.31N,88.25E
1819-05-01,29.375,1.871,Habra,India,23.31N,88.25E
1819-06-01,28.779,1.088,Habra,India,23.31N,88.25E
1819-07-01,27.954,0.899,Habra,India,23.31N,88.25E
1819-08-01,27.553,0.809,Habra,India,23.31N,88.25E
1819-09-01,27.069000000000003,1.449,Habra,India,23.31N,88.25E
1819-10-01,25.487,2.293,Habra,India,23.31N,88.25E
1819-11-01,22.31,2.14,Habra,India,23.31N,88.25E
1819-12-01,17.412000000000006,1.554,Habra,India,23.31N,88.25E
1820-01-01,16.471,4.298,Habra,India,23.31N,88.25E
1820-02-01,18.677,3.497,Habra,India,23.31N,88.25E
1820-03-01,25.705,2.259,Habra,India,23.31N,88.25E
1820-04-01,29.326,2.256,Habra,India,23.31N,88.25E
1820-05-01,30.054,1.8119999999999998,Habra,India,23.31N,88.25E
1820-06-01,28.993000000000002,1.0170000000000001,Habra,India,23.31N,88.25E
1820-07-01,28.065,3.176,Habra,India,23.31N,88.25E
1820-08-01,27.959,2.217,Habra,India,23.31N,88.25E
1820-09-01,27.609,1.806,Habra,India,23.31N,88.25E
1820-10-01,25.548000000000002,1.18,Habra,India,23.31N,88.25E
1820-11-01,22.19,0.877,Habra,India,23.31N,88.25E
1820-12-01,17.843,1.4369999999999998,Habra,India,23.31N,88.25E
1821-01-01,18.415000000000006,3.384,Habra,India,23.31N,88.25E
1821-02-01,22.378,4.355,Habra,India,23.31N,88.25E
1821-03-01,26.461,1.7009999999999998,Habra,India,23.31N,88.25E
1821-04-01,29.839000000000002,2.353,Habra,India,23.31N,88.25E
1821-05-01,30.555999999999997,1.62,Habra,India,23.31N,88.25E
1821-06-01,30.215999999999998,3.198,Habra,India,23.31N,88.25E
1821-07-01,28.623,2.2030000000000003,Habra,India,23.31N,88.25E
1821-08-01,28.274,1.465,Habra,India,23.31N,88.25E
1821-09-01,26.924,1.242,Habra,India,23.31N,88.25E
1821-10-01,25.638,1.089,Habra,India,23.31N,88.25E
1821-11-01,23.096999999999998,2.74,Habra,India,23.31N,88.25E
1821-12-01,19.365,1.53,Habra,India,23.31N,88.25E
1822-01-01,20.006,3.766,Habra,India,23.31N,88.25E
1822-02-01,23.573,2.782,Habra,India,23.31N,88.25E
1822-03-01,28.788,1.64,Habra,India,23.31N,88.25E
1822-04-01,29.271,1.2329999999999999,Habra,India,23.31N,88.25E
1822-05-01,30.997,1.808,Habra,India,23.31N,88.25E
1822-06-01,29.562,1.2990000000000002,Habra,India,23.31N,88.25E
1822-07-01,28.798000000000002,1.212,Habra,India,23.31N,88.25E
1822-08-01,28.038,2.6519999999999997,Habra,India,23.31N,88.25E
1822-09-01,27.468000000000004,1.93,Habra,India,23.31N,88.25E
1822-10-01,25.371,1.143,Habra,India,23.31N,88.25E
1822-11-01,21.964000000000002,1.804,Habra,India,23.31N,88.25E
1822-12-01,18.358,2.427,Habra,India,23.31N,88.25E
1823-01-01,18.809,2.101,Habra,India,23.31N,88.25E
1823-02-01,22.476999999999997,3.742,Habra,India,23.31N,88.25E
1823-03-01,26.566999999999997,1.795,Habra,India,23.31N,88.25E
1823-04-01,31.045,3.7510000000000003,Habra,India,23.31N,88.25E
1823-05-01,30.436,1.47,Habra,India,23.31N,88.25E
1823-06-01,29.706,2.437,Habra,India,23.31N,88.25E
1823-07-01,28.124000000000002,1.867,Habra,India,23.31N,88.25E
1823-08-01,27.487,1.913,Habra,India,23.31N,88.25E
1823-09-01,26.592,1.402,Habra,India,23.31N,88.25E
1823-10-01,26.285,1.913,Habra,India,23.31N,88.25E
1823-11-01,21.823,3.112,Habra,India,23.31N,88.25E
1823-12-01,18.979000000000006,1.706,Habra,India,23.31N,88.25E
1824-01-01,18.887,1.673,Habra,India,23.31N,88.25E
1824-02-01,21.553,2.441,Habra,India,23.31N,88.25E
1824-03-01,26.686,1.883,Habra,India,23.31N,88.25E
1824-04-01,29.742,2.275,Habra,India,23.31N,88.25E
1824-05-01,30.484,1.767,Habra,India,23.31N,88.25E
1824-06-01,30.186,2.545,Habra,India,23.31N,88.25E
1824-07-01,29.968000000000004,2.826,Habra,India,23.31N,88.25E
1824-08-01,28.665,1.577,Habra,India,23.31N,88.25E
1824-09-01,28.531,1.5730000000000002,Habra,India,23.31N,88.25E
1824-10-01,25.659000000000002,1.584,Habra,India,23.31N,88.25E
1824-11-01,23.276999999999997,1.795,Habra,India,23.31N,88.25E
1824-12-01,20.831999999999997,2.499,Habra,India,23.31N,88.25E
1825-01-01,19.072000000000006,2.43,Habra,India,23.31N,88.25E
1825-02-01,21.823,1.784,Habra,India,23.31N,88.25E
1825-03-01,26.607000000000006,2.2430000000000003,Habra,India,23.31N,88.25E
1825-04-01,30.259,2.4090000000000003,Habra,India,23.31N,88.25E
1825-05-01,30.412,1.581,Habra,India,23.31N,88.25E
1825-06-01,30.155,1.411,Habra,India,23.31N,88.25E
1825-07-01,28.881,2.043,Habra,India,23.31N,88.25E
1825-08-01,28.15,1.889,Habra,India,23.31N,88.25E
1825-09-01,27.741999999999997,1.5519999999999998,Habra,India,23.31N,88.25E
1825-10-01,25.953000000000003,1.736,Habra,India,23.31N,88.25E
1825-11-01,23.741999999999997,1.828,Habra,India,23.31N,88.25E
1825-12-01,19.066000000000006,1.469,Habra,India,23.31N,88.25E
1826-01-01,18.570999999999998,1.685,Habra,India,23.31N,88.25E
1826-02-01,20.519000000000002,2.048,Habra,India,23.31N,88.25E
1826-03-01,26.662000000000006,1.8940000000000001,Habra,India,23.31N,88.25E
1826-04-01,30.011999999999997,2.575,Habra,India,23.31N,88.25E
1826-05-01,31.389,1.7009999999999998,Habra,India,23.31N,88.25E
1826-06-01,29.338,2.224,Habra,India,23.31N,88.25E
1826-07-01,29.191999999999997,1.288,Habra,India,23.31N,88.25E
1826-08-01,27.957,1.287,Habra,India,23.31N,88.25E
1826-09-01,27.772,1.8330000000000002,Habra,India,23.31N,88.25E
1826-10-01,26.376,2.07,Habra,India,23.31N,88.25E
1826-11-01,23.824,1.4480000000000002,Habra,India,23.31N,88.25E
1826-12-01,20.648000000000003,2.265,Habra,India,23.31N,88.25E
1827-01-01,19.611,2.5989999999999998,Habra,India,23.31N,88.25E
1827-02-01,22.19,1.669,Habra,India,23.31N,88.25E
1827-03-01,27.200000000000006,2.1790000000000003,Habra,India,23.31N,88.25E
1827-04-01,30.517,2.9419999999999997,Habra,India,23.31N,88.25E
1827-05-01,30.663,2.36,Habra,India,23.31N,88.25E
1827-06-01,29.930999999999997,2.063,Habra,India,23.31N,88.25E
1827-07-01,29.349,1.347,Habra,India,23.31N,88.25E
1827-08-01,28.562,1.304,Habra,India,23.31N,88.25E
1827-09-01,27.499000000000002,1.157,Habra,India,23.31N,88.25E
1827-10-01,26.117,1.3980000000000001,Habra,India,23.31N,88.25E
1827-11-01,23.734,1.494,Habra,India,23.31N,88.25E
1827-12-01,18.906,2.9560000000000004,Habra,India,23.31N,88.25E
1828-01-01,17.51,2.665,Habra,India,23.31N,88.25E
1828-02-01,20.947,2.2569999999999997,Habra,India,23.31N,88.25E
1828-03-01,26.73,2.263,Habra,India,23.31N,88.25E
1828-04-01,29.573,2.217,Habra,India,23.31N,88.25E
1828-05-01,30.54,2.332,Habra,India,23.31N,88.25E
1828-06-01,30.616999999999997,2.16,Habra,India,23.31N,88.25E
1828-07-01,29.24,1.4069999999999998,Habra,India,23.31N,88.25E
1828-08-01,28.524,1.5830000000000002,Habra,India,23.31N,88.25E
1828-09-01,26.704,1.156,Habra,India,23.31N,88.25E
1828-10-01,26.279,1.5730000000000002,Habra,India,23.31N,88.25E
1828-11-01,23.529,1.7,Habra,India,23.31N,88.25E
1828-12-01,19.355,2.191,Habra,India,23.31N,88.25E
1829-01-01,18.412000000000006,1.8459999999999999,Habra,India,23.31N,88.25E
1829-02-01,20.481,2.5839999999999996,Habra,India,23.31N,88.25E
1829-03-01,26.313,1.867,Habra,India,23.31N,88.25E
1829-04-01,29.226999999999997,1.78,Habra,India,23.31N,88.25E
1829-05-01,30.748,2.911,Habra,India,23.31N,88.25E
1829-06-01,29.63,2.115,Habra,India,23.31N,88.25E
1829-07-01,28.856,1.4469999999999998,Habra,India,23.31N,88.25E
1829-08-01,28.376,1.413,Habra,India,23.31N,88.25E
1829-09-01,27.375,1.496,Habra,India,23.31N,88.25E
1829-10-01,26.572,1.8459999999999999,Habra,India,23.31N,88.25E
1829-11-01,22.504,2.467,Habra,India,23.31N,88.25E
1829-12-01,18.817,3.4610000000000003,Habra,India,23.31N,88.25E
1830-01-01,18.707,2.508,Habra,India,23.31N,88.25E
1830-02-01,22.204,1.829,Habra,India,23.31N,88.25E
1830-03-01,25.965000000000003,1.797,Habra,India,23.31N,88.25E
1830-04-01,29.822,1.8730000000000002,Habra,India,23.31N,88.25E
1830-05-01,29.02,1.929,Habra,India,23.31N,88.25E
1830-06-01,29.513,2.36,Habra,India,23.31N,88.25E
1830-07-01,29.469,1.661,Habra,India,23.31N,88.25E
1830-08-01,28.256,1.669,Habra,India,23.31N,88.25E
1830-09-01,27.292,1.821,Habra,India,23.31N,88.25E
1830-10-01,25.975,2.455,Habra,India,23.31N,88.25E
1830-11-01,24.453000000000003,1.896,Habra,India,23.31N,88.25E
1830-12-01,20.176,1.969,Habra,India,23.31N,88.25E
1831-01-01,18.201,2.292,Habra,India,23.31N,88.25E
1831-02-01,21.346,3.728,Habra,India,23.31N,88.25E
1831-03-01,26.405,2.9810000000000003,Habra,India,23.31N,88.25E
1831-04-01,28.929000000000002,1.709,Habra,India,23.31N,88.25E
1831-05-01,30.733,2.496,Habra,India,23.31N,88.25E
1831-06-01,30.049,2.115,Habra,India,23.31N,88.25E
1831-07-01,28.294,1.474,Habra,India,23.31N,88.25E
1831-08-01,27.641,1.446,Habra,India,23.31N,88.25E
1831-09-01,26.803,1.367,Habra,India,23.31N,88.25E
1831-10-01,25.626,1.6019999999999999,Habra,India,23.31N,88.25E
1831-11-01,21.963,3.845,Habra,India,23.31N,88.25E
1831-12-01,18.427,3.0639999999999996,Habra,India,23.31N,88.25E
1832-01-01,17.773000000000003,1.989,Habra,India,23.31N,88.25E
1832-02-01,20.529,2.195,Habra,India,23.31N,88.25E
1832-03-01,26.44,2.052,Habra,India,23.31N,88.25E
1832-04-01,29.761999999999997,2.944,Habra,India,23.31N,88.25E
1832-05-01,30.693,2.283,Habra,India,23.31N,88.25E
1832-06-01,,,Habra,India,23.31N,88.25E
1832-07-01,29.01,2.019,Habra,India,23.31N,88.25E
1832-08-01,27.925,1.952,Habra,India,23.31N,88.25E
1832-09-01,27.008000000000003,1.8719999999999999,Habra,India,23.31N,88.25E
1832-10-01,25.987,2.0340000000000003,Habra,India,23.31N,88.25E
1832-11-01,22.143,1.485,Habra,India,23.31N,88.25E
1832-12-01,,,Habra,India,23.31N,88.25E
1833-01-01,18.799000000000003,2.694,Habra,India,23.31N,88.25E
1833-02-01,21.794,1.538,Habra,India,23.31N,88.25E
1833-03-01,26.779,3.281,Habra,India,23.31N,88.25E
1833-04-01,28.903000000000002,1.531,Habra,India,23.31N,88.25E
1833-05-01,29.226999999999997,1.7480000000000002,Habra,India,23.31N,88.25E
1833-06-01,30.691,2.895,Habra,India,23.31N,88.25E
1833-07-01,28.845,1.2770000000000001,Habra,India,23.31N,88.25E
1833-08-01,28.025,1.909,Habra,India,23.31N,88.25E
1833-09-01,27.962,1.4480000000000002,Habra,India,23.31N,88.25E
1833-10-01,26.046,1.8030000000000002,Habra,India,23.31N,88.25E
1833-11-01,23.173,1.493,Habra,India,23.31N,88.25E
1833-12-01,19.192,2.591,Habra,India,23.31N,88.25E
1834-01-01,17.519000000000002,1.962,Habra,India,23.31N,88.25E
1834-02-01,21.595,2.133,Habra,India,23.31N,88.25E
1834-03-01,26.361,2.394,Habra,India,23.31N,88.25E
1834-04-01,28.968000000000004,2.184,Habra,India,23.31N,88.25E
1834-05-01,31.075,1.255,Habra,India,23.31N,88.25E
1834-06-01,28.933000000000003,2.3209999999999997,Habra,India,23.31N,88.25E
1834-07-01,28.866,1.598,Habra,India,23.31N,88.25E
1834-08-01,28.097,1.0070000000000001,Habra,India,23.31N,88.25E
1834-09-01,27.666,1.939,Habra,India,23.31N,88.25E
1834-10-01,25.206,1.964,Habra,India,23.31N,88.25E
1834-11-01,22.588,2.4130000000000003,Habra,India,23.31N,88.25E
1834-12-01,19.684,1.232,Habra,India,23.31N,88.25E
1835-01-01,18.108,2.8569999999999998,Habra,India,23.31N,88.25E
1835-02-01,21.397,2.27,Habra,India,23.31N,88.25E
1835-03-01,24.846999999999998,1.139,Habra,India,23.31N,88.25E
1835-04-01,28.044,2.376,Habra,India,23.31N,88.25E
1835-05-01,28.601,1.55,Habra,India,23.31N,88.25E
1835-06-01,28.419,1.4969999999999999,Habra,India,23.31N,88.25E
1835-07-01,27.338,1.24,Habra,India,23.31N,88.25E
1835-08-01,27.101,1.2329999999999999,Habra,India,23.31N,88.25E
1835-09-01,26.556,0.9009999999999999,Habra,India,23.31N,88.25E
1835-10-01,25.284000000000002,1.203,Habra,India,23.31N,88.25E
1835-11-01,21.006,1.6030000000000002,Habra,India,23.31N,88.25E
1835-12-01,17.486,1.19,Habra,India,23.31N,88.25E
1836-01-01,17.619,1.2429999999999999,Habra,India,23.31N,88.25E
1836-02-01,20.84,1.5659999999999998,Habra,India,23.31N,88.25E
1836-03-01,25.901999999999997,1.335,Habra,India,23.31N,88.25E
1836-04-01,29.261,1.6440000000000001,Habra,India,23.31N,88.25E
1836-05-01,29.993,1.827,Habra,India,23.31N,88.25E
1836-06-01,29.952,1.337,Habra,India,23.31N,88.25E
1836-07-01,28.398000000000003,1.255,Habra,India,23.31N,88.25E
1836-08-01,28.539,2.804,Habra,India,23.31N,88.25E
1836-09-01,28.086,2.359,Habra,India,23.31N,88.25E
1836-10-01,26.434,4.28,Habra,India,23.31N,88.25E
1836-11-01,22.451,2.426,Habra,India,23.31N,88.25E
1836-12-01,19.849,2.69,Habra,India,23.31N,88.25E
1837-01-01,18.592,2.035,Habra,India,23.31N,88.25E
1837-02-01,21.775,1.7409999999999999,Habra,India,23.31N,88.25E
1837-03-01,25.395000000000003,2.119,Habra,India,23.31N,88.25E
1837-04-01,28.008000000000003,1.839,Habra,India,23.31N,88.25E
1837-05-01,29.179,1.7630000000000001,Habra,India,23.31N,88.25E
1837-06-01,28.989,1.797,Habra,India,23.31N,88.25E
1837-07-01,28.391,0.99,Habra,India,23.31N,88.25E
1837-08-01,28.026,0.805,Habra,India,23.31N,88.25E
1837-09-01,28.383000000000003,1.683,Habra,India,23.31N,88.25E
1837-10-01,26.252,2.533,Habra,India,23.31N,88.25E
1837-11-01,22.787,2.596,Habra,India,23.31N,88.25E
1837-12-01,19.989,4.2860000000000005,Habra,India,23.31N,88.25E
1838-01-01,15.982999999999999,2.498,Habra,India,23.31N,88.25E
1838-02-01,20.36,1.71,Habra,India,23.31N,88.25E
1838-03-01,25.429,1.8840000000000001,Habra,India,23.31N,88.25E
1838-04-01,30.22,2.628,Habra,India,23.31N,88.25E
1838-05-01,29.465,1.5390000000000001,Habra,India,23.31N,88.25E
1838-06-01,29.884,1.827,Habra,India,23.31N,88.25E
1838-07-01,28.886,3.0610000000000004,Habra,India,23.31N,88.25E
1838-08-01,28.396,2.6180000000000003,Habra,India,23.31N,88.25E
1838-09-01,28.165,1.0,Habra,India,23.31N,88.25E
1838-10-01,26.402,3.137,Habra,India,23.31N,88.25E
1838-11-01,23.063000000000002,2.8089999999999997,Habra,India,23.31N,88.25E
1838-12-01,18.917,2.041,Habra,India,23.31N,88.25E
1839-01-01,18.730999999999998,1.88,Habra,India,23.31N,88.25E
1839-02-01,22.295,1.8359999999999999,Habra,India,23.31N,88.25E
1839-03-01,24.662000000000006,2.072,Habra,India,23.31N,88.25E
1839-04-01,29.341,1.8319999999999999,Habra,India,23.31N,88.25E
1839-05-01,29.863000000000003,1.485,Habra,India,23.31N,88.25E
1839-06-01,29.25,1.4680000000000002,Habra,India,23.31N,88.25E
1839-07-01,29.029,2.204,Habra,India,23.31N,88.25E
1839-08-01,28.637,1.5390000000000001,Habra,India,23.31N,88.25E
1839-09-01,27.561,1.296,Habra,India,23.31N,88.25E
1839-10-01,26.471,1.87,Habra,India,23.31N,88.25E
1839-11-01,21.646,1.88,Habra,India,23.31N,88.25E
1839-12-01,17.998,2.127,Habra,India,23.31N,88.25E
1840-01-01,19.509,2.285,Habra,India,23.31N,88.25E
1840-02-01,22.598000000000003,3.3560000000000003,Habra,India,23.31N,88.25E
1840-03-01,26.909,3.4189999999999996,Habra,India,23.31N,88.25E
1840-04-01,29.508000000000003,1.594,Habra,India,23.31N,88.25E
1840-05-01,29.543000000000003,2.804,Habra,India,23.31N,88.25E
1840-06-01,28.808000000000003,2.87,Habra,India,23.31N,88.25E
1840-07-01,29.421,0.779,Habra,India,23.31N,88.25E
1840-08-01,27.921,1.409,Habra,India,23.31N,88.25E
1840-09-01,27.702,0.845,Habra,India,23.31N,88.25E
1840-10-01,26.007,1.709,Habra,India,23.31N,88.25E
1840-11-01,22.949,4.245,Habra,India,23.31N,88.25E
1840-12-01,19.261000000000006,0.873,Habra,India,23.31N,88.25E
1841-01-01,19.423,4.135,Habra,India,23.31N,88.25E
1841-02-01,21.473000000000003,1.446,Habra,India,23.31N,88.25E
1841-03-01,25.954,3.6510000000000002,Habra,India,23.31N,88.25E
1841-04-01,28.959,2.1959999999999997,Habra,India,23.31N,88.25E
1841-05-01,29.905,1.057,Habra,India,23.31N,88.25E
1841-06-01,30.076,1.686,Habra,India,23.31N,88.25E
1841-07-01,28.985,1.386,Habra,India,23.31N,88.25E
1841-08-01,28.59,0.9640000000000001,Habra,India,23.31N,88.25E
1841-09-01,28.361,1.082,Habra,India,23.31N,88.25E
1841-10-01,26.126,1.308,Habra,India,23.31N,88.25E
1841-11-01,23.497,2.07,Habra,India,23.31N,88.25E
1841-12-01,19.359,2.083,Habra,India,23.31N,88.25E
1842-01-01,18.392000000000003,1.635,Habra,India,23.31N,88.25E
1842-02-01,21.644000000000002,1.6869999999999998,Habra,India,23.31N,88.25E
1842-03-01,25.929,3.389,Habra,India,23.31N,88.25E
1842-04-01,29.269000000000002,1.641,Habra,India,23.31N,88.25E
1842-05-01,30.629,1.374,Habra,India,23.31N,88.25E
1842-06-01,29.187,1.331,Habra,India,23.31N,88.25E
1842-07-01,28.930999999999997,1.798,Habra,India,23.31N,88.25E
1842-08-01,27.978,1.334,Habra,India,23.31N,88.25E
1842-09-01,27.340999999999998,1.193,Habra,India,23.31N,88.25E
1842-10-01,25.492,1.594,Habra,India,23.31N,88.25E
1842-11-01,22.451999999999998,1.272,Habra,India,23.31N,88.25E
1842-12-01,19.665000000000006,0.988,Habra,India,23.31N,88.25E
1843-01-01,18.905,1.412,Habra,India,23.31N,88.25E
1843-02-01,22.366,1.787,Habra,India,23.31N,88.25E
1843-03-01,25.963,1.511,Habra,India,23.31N,88.25E
1843-04-01,28.603,1.972,Habra,India,23.31N,88.25E
1843-05-01,29.529,1.203,Habra,India,23.31N,88.25E
1843-06-01,29.482,0.69,Habra,India,23.31N,88.25E
1843-07-01,29.345,1.262,Habra,India,23.31N,88.25E
1843-08-01,28.513,0.981,Habra,India,23.31N,88.25E
1843-09-01,28.019000000000002,0.8320000000000001,Habra,India,23.31N,88.25E
1843-10-01,26.17,0.861,Habra,India,23.31N,88.25E
1843-11-01,22.144000000000002,0.779,Habra,India,23.31N,88.25E
1843-12-01,18.339,3.6,Habra,India,23.31N,88.25E
1844-01-01,17.936,0.998,Habra,India,23.31N,88.25E
1844-02-01,20.53,0.9470000000000001,Habra,India,23.31N,88.25E
1844-03-01,26.386999999999997,1.44,Habra,India,23.31N,88.25E
1844-04-01,29.075,1.071,Habra,India,23.31N,88.25E
1844-05-01,28.998,1.3359999999999999,Habra,India,23.31N,88.25E
1844-06-01,29.014,0.982,Habra,India,23.31N,88.25E
1844-07-01,28.18,1.061,Habra,India,23.31N,88.25E
1844-08-01,27.808000000000003,2.6319999999999997,Habra,India,23.31N,88.25E
1844-09-01,27.58,0.961,Habra,India,23.31N,88.25E
1844-10-01,25.438000000000002,1.1840000000000002,Habra,India,23.31N,88.25E
1844-11-01,22.828000000000003,1.696,Habra,India,23.31N,88.25E
1844-12-01,18.768,1.492,Habra,India,23.31N,88.25E
1845-01-01,18.261000000000006,1.4369999999999998,Habra,India,23.31N,88.25E
1845-02-01,20.816999999999997,1.921,Habra,India,23.31N,88.25E
1845-03-01,26.611,1.41,Habra,India,23.31N,88.25E
1845-04-01,28.307,2.9389999999999996,Habra,India,23.31N,88.25E
1845-05-01,30.174,0.755,Habra,India,23.31N,88.25E
1845-06-01,29.32,0.956,Habra,India,23.31N,88.25E
1845-07-01,28.831999999999997,0.619,Habra,India,23.31N,88.25E
1845-08-01,28.242,0.8240000000000001,Habra,India,23.31N,88.25E
1845-09-01,28.27,1.178,Habra,India,23.31N,88.25E
1845-10-01,25.706,0.838,Habra,India,23.31N,88.25E
1845-11-01,22.401,0.8490000000000001,Habra,India,23.31N,88.25E
1845-12-01,18.265,1.825,Habra,India,23.31N,88.25E
1846-01-01,19.382,1.665,Habra,India,23.31N,88.25E
1846-02-01,21.085,1.247,Habra,India,23.31N,88.25E
1846-03-01,26.82,2.252,Habra,India,23.31N,88.25E
1846-04-01,29.423000000000002,2.008,Habra,India,23.31N,88.25E
1846-05-01,30.006,1.0590000000000002,Habra,India,23.31N,88.25E
1846-06-01,28.833000000000002,3.034,Habra,India,23.31N,88.25E
1846-07-01,29.045,2.075,Habra,India,23.31N,88.25E
1846-08-01,28.584,1.383,Habra,India,23.31N,88.25E
1846-09-01,27.491,2.156,Habra,India,23.31N,88.25E
1846-10-01,25.267,1.4680000000000002,Habra,India,23.31N,88.25E
1846-11-01,22.854,1.723,Habra,India,23.31N,88.25E
1846-12-01,18.249,2.421,Habra,India,23.31N,88.25E
1847-01-01,18.459000000000003,3.542,Habra,India,23.31N,88.25E
1847-02-01,20.412,3.341,Habra,India,23.31N,88.25E
1847-03-01,26.236,1.405,Habra,India,23.31N,88.25E
1847-04-01,29.254,0.986,Habra,India,23.31N,88.25E
1847-05-01,29.62,0.885,Habra,India,23.31N,88.25E
1847-06-01,29.145,1.1640000000000001,Habra,India,23.31N,88.25E
1847-07-01,28.755,1.284,Habra,India,23.31N,88.25E
1847-08-01,28.58,0.653,Habra,India,23.31N,88.25E
1847-09-01,27.775,0.818,Habra,India,23.31N,88.25E
1847-10-01,25.46,1.206,Habra,India,23.31N,88.25E
1847-11-01,21.919,2.207,Habra,India,23.31N,88.25E
1847-12-01,17.529,0.845,Habra,India,23.31N,88.25E
1848-01-01,17.253,1.403,Habra,India,23.31N,88.25E
1848-02-01,21.377,1.955,Habra,India,23.31N,88.25E
1848-03-01,26.049000000000003,0.919,Habra,India,23.31N,88.25E
1848-04-01,28.272,2.265,Habra,India,23.31N,88.25E
